Date, MSCI Price
6/3/2019,"2,045.06"
5/31/2019,"2,046.25"
5/30/2019,"2,066.48"
5/29/2019,"2,064.80"
5/28/2019,"2,084.57"
5/27/2019,"2,096.43"
5/24/2019,"2,095.03"
5/23/2019,"2,087.46"
5/22/2019,"2,111.78"
5/21/2019,"2,117.66"
5/20/2019,"2,104.64"
5/17/2019,"2,116.50"
5/16/2019,"2,126.06"
5/15/2019,"2,110.40"
5/14/2019,"2,098.76"
5/13/2019,"2,086.46"
5/10/2019,"2,126.32"
5/9/2019,"2,119.31"
5/8/2019,"2,131.90"
5/7/2019,"2,135.49"
5/6/2019,"2,166.66"
5/3/2019,"2,177.77"
5/2/2019,"2,161.11"
5/1/2019,"2,170.03"
4/30/2019,"2,178.67"
4/29/2019,"2,175.59"
4/26/2019,"2,173.82"
4/25/2019,"2,165.36"
4/24/2019,"2,168.81"
4/23/2019,"2,174.39"
4/22/2019,"2,161.58"
4/19/2019,"2,160.36"
4/18/2019,"2,160.21"
4/17/2019,"2,160.94"
4/16/2019,"2,163.08"
4/15/2019,"2,161.14"
4/12/2019,"2,159.39"
4/11/2019,"2,147.61"
4/10/2019,"2,147.99"
4/9/2019,"2,143.20"
4/8/2019,"2,152.89"
4/5/2019,"2,149.85"
4/4/2019,"2,142.75"
4/3/2019,"2,143.02"
4/2/2019,"2,131.71"
4/1/2019,"2,131.79"
3/29/2019,"2,107.74"
3/28/2019,"2,095.18"
3/27/2019,"2,094.02"
3/26/2019,"2,102.62"
3/25/2019,"2,087.06"
3/22/2019,"2,094.81"
3/21/2019,"2,127.93"
3/20/2019,"2,112.05"
3/19/2019,"2,121.47"
3/18/2019,"2,117.99"
3/15/2019,"2,108.78"
3/14/2019,"2,096.32"
3/13/2019,"2,095.67"
3/12/2019,"2,083.38"
3/11/2019,"2,074.66"
3/8/2019,"2,051.12"
3/7/2019,"2,061.41"
3/6/2019,"2,078.69"
3/5/2019,"2,087.50"
3/4/2019,"2,090.40"
3/1/2019,"2,096.35"
2/28/2019,"2,085.84"
2/27/2019,"2,092.12"
2/26/2019,"2,091.70"
2/25/2019,"2,091.83"
2/22/2019,"2,086.97"
2/21/2019,"2,077.44"
2/20/2019,"2,083.64"
2/19/2019,"2,075.91"
2/18/2019,"2,072.62"
2/15/2019,"2,066.58"
2/14/2019,"2,047.56"
2/13/2019,"2,052.76"
2/12/2019,"2,045.12"
2/11/2019,"2,021.60"
2/8/2019,"2,020.53"
2/7/2019,"2,026.94"
2/6/2019,"2,047.11"
2/5/2019,"2,051.36"
2/4/2019,"2,037.76"
2/1/2019,"2,029.55"
1/31/2019,"2,028.49"
1/30/2019,"2,010.95"
1/29/2019,"1,989.60"
1/28/2019,"1,989.18"
1/25/2019,"2,001.86"
1/24/2019,"1,983.23"
1/23/2019,"1,980.15"
1/22/2019,"1,978.83"
1/21/2019,"2,000.77"
1/18/2019,"2,000.76"
1/17/2019,"1,975.61"
1/16/2019,"1,966.50"
1/15/2019,"1,963.61"
1/14/2019,"1,948.16"
1/11/2019,"1,957.17"
1/10/2019,"1,957.69"
1/9/2019,"1,950.99"
1/8/2019,"1,935.79"
1/7/2019,"1,919.75"
1/4/2019,"1,904.18"
1/3/2019,"1,853.18"
1/2/2019,"1,881.15"
1/1/2019,"1,883.93"
12/31/2018,"1,883.90"
12/28/2018,"1,870.80"
12/27/2018,"1,862.38"
12/26/2018,"1,850.70"
12/25/2018,"1,795.28"
12/24/2018,"1,802.95"
12/21/2018,"1,834.97"
12/20/2018,"1,862.82"
12/19/2018,"1,892.71"
12/18/2018,"1,908.16"
12/17/2018,"1,914.33"
12/14/2018,"1,942.55"
12/13/2018,"1,974.41"
12/12/2018,"1,975.88"
12/11/2018,"1,954.65"
12/10/2018,"1,952.83"
12/7/2018,"1,965.24"
12/6/2018,"1,990.85"
12/5/2018,"2,008.63"
12/4/2018,"2,016.89"
12/3/2018,"2,066.62"
11/30/2018,"2,041.36"
11/29/2018,"2,034.89"
11/28/2018,"2,029.78"
11/27/2018,"2,000.07"
11/26/2018,"1,999.20"
11/23/2018,"1,975.09"
11/22/2018,"1,984.03"
11/21/2018,"1,984.73"
11/20/2018,"1,976.91"
11/19/2018,"2,009.61"
11/16/2018,"2,031.76"
11/15/2018,"2,026.30"
11/14/2018,"2,015.14"
11/13/2018,"2,026.52"
11/12/2018,"2,028.62"
11/9/2018,"2,063.16"
11/8/2018,"2,082.47"
11/7/2018,"2,084.45"
11/6/2018,"2,050.65"
11/5/2018,"2,040.68"
11/2/2018,"2,036.70"
11/1/2018,"2,040.93"
10/31/2018,"2,021.98"
10/30/2018,"1,997.19"
10/29/2018,"1,975.70"
10/26/2018,"1,981.89"
10/25/2018,"2,006.27"
10/24/2018,"1,988.62"
10/23/2018,"2,033.89"
10/22/2018,"2,053.44"
10/19/2018,"2,062.33"
10/18/2018,"2,064.47"
10/17/2018,"2,089.50"
10/16/2018,"2,091.21"
10/15/2018,"2,055.11"
10/12/2018,"2,063.43"
10/11/2018,"2,044.95"
10/10/2018,"2,089.10"
10/9/2018,"2,138.46"
10/8/2018,"2,143.56"
10/5/2018,"2,151.42"
10/4/2018,"2,165.43"
10/3/2018,"2,183.63"
10/2/2018,"2,183.62"
10/1/2018,"2,188.18"
9/28/2018,"2,184.01"
9/27/2018,"2,188.71"
9/26/2018,"2,189.31"
9/25/2018,"2,194.20"
9/24/2018,"2,193.01"
9/21/2018,"2,200.01"
9/20/2018,"2,195.68"
9/19/2018,"2,177.74"
9/18/2018,"2,172.27"
9/17/2018,"2,160.53"
9/14/2018,"2,166.59"
9/13/2018,"2,162.68"
9/12/2018,"2,152.70"
9/11/2018,"2,147.67"
9/10/2018,"2,142.64"
9/7/2018,"2,137.60"
9/6/2018,"2,144.03"
9/5/2018,"2,152.77"
9/4/2018,"2,162.83"
9/3/2018,"2,173.42"
8/31/2018,"2,175.50"
8/30/2018,"2,181.56"
8/29/2018,"2,190.75"
8/28/2018,"2,182.50"
8/27/2018,"2,179.95"
8/24/2018,"2,161.61"
8/23/2018,"2,149.22"
8/22/2018,"2,155.99"
8/21/2018,"2,151.79"
8/20/2018,"2,145.24"
8/17/2018,"2,138.11"
8/16/2018,"2,131.05"
8/15/2018,"2,115.70"
8/14/2018,"2,137.36"
8/13/2018,"2,127.47"
8/10/2018,"2,139.84"
8/9/2018,"2,163.69"
8/8/2018,"2,166.15"
8/7/2018,"2,166.85"
8/6/2018,"2,157.34"
8/3/2018,"2,155.39"
8/2/2018,"2,147.58"
8/1/2018,"2,149.36"
7/31/2018,"2,153.10"
7/30/2018,"2,148.25"
7/27/2018,"2,156.11"
7/26/2018,"2,161.93"
7/25/2018,"2,161.76"
7/24/2018,"2,151.08"
7/23/2018,"2,139.44"
7/20/2018,"2,139.17"
7/19/2018,"2,134.84"
7/18/2018,"2,142.24"
7/17/2018,"2,138.15"
7/16/2018,"2,132.79"
7/13/2018,"2,134.60"
7/12/2018,"2,130.86"
7/11/2018,"2,117.30"
7/10/2018,"2,135.87"
7/9/2018,"2,131.14"
7/6/2018,"2,113.74"
7/5/2018,"2,096.19"
7/4/2018,"2,082.17"
7/3/2018,"2,082.05"
7/2/2018,"2,082.08"
6/29/2018,"2,089.30"
6/28/2018,"2,079.62"
6/27/2018,"2,076.30"
6/26/2018,"2,088.41"
6/25/2018,"2,085.59"
6/22/2018,"2,114.90"
6/21/2018,"2,105.93"
6/20/2018,"2,117.76"
6/19/2018,"2,111.44"
6/18/2018,"2,125.79"
6/15/2018,"2,134.15"
6/14/2018,"2,142.02"
6/13/2018,"2,140.20"
6/12/2018,"2,145.36"
6/11/2018,"2,144.20"
6/8/2018,"2,137.74"
6/7/2018,"2,137.57"
6/6/2018,"2,136.74"
6/5/2018,"2,119.36"
6/4/2018,"2,121.86"
6/1/2018,"2,109.19"
5/31/2018,"2,092.92"
5/30/2018,"2,100.42"
5/29/2018,"2,083.27"
5/28/2018,"2,107.14"
5/25/2018,"2,110.80"
5/24/2018,"2,117.73"
5/23/2018,"2,122.90"
5/22/2018,"2,128.78"
5/21/2018,"2,130.72"
5/18/2018,"2,120.80"
5/17/2018,"2,125.56"
5/16/2018,"2,122.97"
5/15/2018,"2,119.98"
5/14/2018,"2,136.09"
5/11/2018,"2,131.96"
5/10/2018,"2,123.53"
5/9/2018,"2,109.84"
5/8/2018,"2,095.07"
5/7/2018,"2,096.86"
5/4/2018,"2,089.44"
5/3/2018,"2,071.37"
5/2/2018,"2,076.69"
5/1/2018,"2,083.77"
4/30/2018,"2,086.51"
4/27/2018,"2,096.05"
4/26/2018,"2,092.44"
4/25/2018,"2,076.74"
4/24/2018,"2,081.52"
4/23/2018,"2,097.22"
4/20/2018,"2,099.73"
4/19/2018,"2,115.93"
4/18/2018,"2,123.77"
4/17/2018,"2,116.43"
4/16/2018,"2,099.82"
4/13/2018,"2,088.98"
4/12/2018,"2,090.89"
4/11/2018,"2,082.57"
4/10/2018,"2,090.11"
4/9/2018,"2,061.19"
4/6/2018,"2,052.78"
4/5/2018,"2,080.69"
4/4/2018,"2,061.31"
4/3/2018,"2,048.80"
4/2/2018,"2,038.54"
3/30/2018,"2,066.85"
3/29/2018,"2,065.53"
3/28/2018,"2,047.75"
3/27/2018,"2,055.55"
3/26/2018,"2,069.13"
3/23/2018,"2,036.55"
3/22/2018,"2,072.94"
3/21/2018,"2,109.18"
3/20/2018,"2,110.91"
3/19/2018,"2,110.40"
3/16/2018,"2,134.05"
3/15/2018,"2,133.35"
3/14/2018,"2,134.51"
3/13/2018,"2,144.60"
3/12/2018,"2,154.26"
3/9/2018,"2,149.32"
3/8/2018,"2,125.28"
3/7/2018,"2,115.98"
3/6/2018,"2,117.77"
3/5/2018,"2,106.58"
3/2/2018,"2,089.84"
3/1/2018,"2,089.98"
2/28/2018,"2,117.99"
2/27/2018,"2,140.57"
2/26/2018,"2,159.67"
2/23/2018,"2,140.91"
2/22/2018,"2,117.17"
2/21/2018,"2,118.36"
2/20/2018,"2,126.22"
2/19/2018,"2,135.94"
2/16/2018,"2,137.91"
2/15/2018,"2,130.94"
2/14/2018,"2,105.86"
2/13/2018,"2,080.68"
2/12/2018,"2,075.91"
2/9/2018,"2,050.90"
2/8/2018,"2,045.01"
2/7/2018,"2,101.07"
2/6/2018,"2,098.85"
2/5/2018,"2,103.64"
2/2/2018,"2,171.54"
2/1/2018,"2,212.53"
1/31/2018,"2,213.24"
1/30/2018,"2,214.11"
1/29/2018,"2,234.22"
1/26/2018,"2,248.93"
1/25/2018,"2,234.38"
1/24/2018,"2,232.30"
1/23/2018,"2,230.05"
1/22/2018,"2,221.01"
1/19/2018,"2,207.40"
1/18/2018,"2,196.73"
1/17/2018,"2,199.93"
1/16/2018,"2,188.39"
1/15/2018,"2,193.95"
1/12/2018,"2,185.31"
1/11/2018,"2,171.78"
1/10/2018,"2,162.29"
1/9/2018,"2,161.78"
1/8/2018,"2,157.96"
1/5/2018,"2,156.60"
1/4/2018,"2,142.75"
1/3/2018,"2,125.65"
1/2/2018,"2,116.04"
1/1/2018,"2,103.47"
12/29/2017,"2,103.45"
12/28/2017,"2,106.89"
12/27/2017,"2,103.19"
12/26/2017,"2,099.31"
12/25/2017,"2,099.94"
12/22/2017,"2,099.59"
12/21/2017,"2,100.78"
12/20/2017,"2,095.44"
12/19/2017,"2,096.34"
12/18/2017,"2,104.02"
12/15/2017,"2,085.54"
12/14/2017,"2,077.55"
12/13/2017,"2,084.37"
12/12/2017,"2,083.43"
12/11/2017,"2,081.24"
12/8/2017,"2,073.46"
12/7/2017,"2,063.58"
12/6/2017,"2,058.22"
12/5/2017,"2,063.64"
12/4/2017,"2,069.99"
12/1/2017,"2,069.37"
11/30/2017,"2,077.36"
11/29/2017,"2,066.22"
11/28/2017,"2,066.55"
11/27/2017,"2,055.77"
11/24/2017,"2,059.54"
11/23/2017,"2,053.28"
11/22/2017,"2,050.06"
11/21/2017,"2,047.15"
11/20/2017,"2,035.73"
11/17/2017,"2,033.18"
11/16/2017,"2,035.81"
11/15/2017,"2,021.03"
11/14/2017,"2,031.88"
11/13/2017,"2,035.71"
11/10/2017,"2,040.25"
11/9/2017,"2,042.36"
11/8/2017,"2,050.70"
11/7/2017,"2,046.78"
11/6/2017,"2,046.80"
11/3/2017,"2,045.47"
11/2/2017,"2,043.24"
11/1/2017,"2,041.17"
10/31/2017,"2,036.80"
10/30/2017,"2,034.59"
10/27/2017,"2,034.60"
10/26/2017,"2,025.69"
10/25/2017,"2,023.48"
10/24/2017,"2,031.38"
10/23/2017,"2,030.06"
10/20/2017,"2,035.58"
10/19/2017,"2,033.29"
10/18/2017,"2,030.44"
10/17/2017,"2,027.36"
10/16/2017,"2,029.89"
10/13/2017,"2,028.01"
10/12/2017,"2,023.64"
10/11/2017,"2,024.54"
10/10/2017,"2,021.55"
10/9/2017,"2,013.12"
10/6/2017,"2,014.02"
10/5/2017,"2,016.15"
10/4/2017,"2,010.95"
10/3/2017,"2,009.63"
10/2/2017,"2,004.67"
9/29/2017,"2,000.55"
9/28/2017,"1,992.36"
9/27/2017,"1,988.00"
9/26/2017,"1,983.25"
9/25/2017,"1,989.08"
9/22/2017,"1,994.58"
9/21/2017,"1,990.33"
9/20/2017,"1,998.69"
9/19/2017,"1,996.09"
9/18/2017,"1,990.58"
9/15/2017,"1,987.72"
9/14/2017,"1,983.42"
9/13/2017,"1,986.74"
9/12/2017,"1,988.28"
9/11/2017,"1,981.97"
9/8/2017,"1,964.52"
9/7/2017,"1,964.57"
9/6/2017,"1,959.15"
9/5/2017,"1,954.64"
9/4/2017,"1,963.32"
9/1/2017,"1,965.79"
8/31/2017,"1,959.74"
8/30/2017,"1,947.53"
8/29/2017,"1,945.05"
8/28/2017,"1,946.28"
8/25/2017,"1,944.56"
8/24/2017,"1,939.65"
8/23/2017,"1,942.15"
8/22/2017,"1,945.18"
8/21/2017,"1,932.22"
8/18/2017,"1,930.40"
8/17/2017,"1,936.32"
8/16/2017,"1,954.04"
8/15/2017,"1,949.23"
8/14/2017,"1,952.58"
8/11/2017,"1,937.73"
8/10/2017,"1,940.28"
8/9/2017,"1,961.88"
8/8/2017,"1,966.81"
8/7/2017,"1,971.76"
8/4/2017,"1,967.77"
8/3/2017,"1,968.72"
8/2/2017,"1,970.29"
8/1/2017,"1,970.39"
7/31/2017,"1,961.10"
7/28/2017,"1,960.32"
7/27/2017,"1,963.54"
7/26/2017,"1,961.90"
7/25/2017,"1,960.59"
7/24/2017,"1,954.84"
7/21/2017,"1,958.77"
7/20/2017,"1,963.31"
7/19/2017,"1,958.56"
7/18/2017,"1,949.66"
7/17/2017,"1,948.58"
7/14/2017,"1,948.07"
7/13/2017,"1,936.94"
7/12/2017,"1,932.86"
7/11/2017,"1,915.67"
7/10/2017,"1,917.11"
7/7/2017,"1,913.18"
7/6/2017,"1,909.01"
7/5/2017,"1,920.33"
7/4/2017,"1,918.90"
7/3/2017,"1,920.58"
6/30/2017,"1,916.43"
6/29/2017,"1,919.59"
6/28/2017,"1,931.73"
6/27/2017,"1,917.57"
6/26/2017,"1,927.49"
6/23/2017,"1,925.01"
6/22/2017,"1,921.54"
6/21/2017,"1,920.00"
6/20/2017,"1,922.54"
6/19/2017,"1,936.52"
6/16/2017,"1,923.24"
6/15/2017,"1,916.52"
6/14/2017,"1,930.52"
6/13/2017,"1,928.74"
6/12/2017,"1,918.70"
6/9/2017,"1,922.79"
6/8/2017,"1,924.20"
6/7/2017,"1,927.06"
6/6/2017,"1,926.05"
6/5/2017,"1,931.73"
6/2/2017,"1,935.21"
6/1/2017,"1,923.10"
5/31/2017,"1,911.74"
5/30/2017,"1,909.90"
5/29/2017,"1,911.70"
5/26/2017,"1,912.21"
5/25/2017,"1,914.59"
5/24/2017,"1,907.81"
5/23/2017,"1,906.69"
5/22/2017,"1,904.92"
5/19/2017,"1,894.77"
5/18/2017,"1,880.96"
5/17/2017,"1,882.62"
5/16/2017,"1,906.23"
5/15/2017,"1,901.64"
5/12/2017,"1,892.97"
5/11/2017,"1,891.21"
5/10/2017,"1,895.93"
5/9/2017,"1,893.41"
5/8/2017,"1,897.32"
5/5/2017,"1,896.75"
5/4/2017,"1,886.48"
5/3/2017,"1,883.13"
5/2/2017,"1,886.15"
5/1/2017,"1,882.49"
4/28/2017,"1,878.28"
4/27/2017,"1,881.14"
4/26/2017,"1,882.44"
4/25/2017,"1,882.04"
4/24/2017,"1,871.65"
4/21/2017,"1,842.06"
4/20/2017,"1,846.65"
4/19/2017,"1,835.04"
4/18/2017,"1,837.34"
4/17/2017,"1,846.13"
4/14/2017,"1,832.28"
4/13/2017,"1,833.12"
4/12/2017,"1,842.98"
4/11/2017,"1,847.88"
4/10/2017,"1,846.78"
4/7/2017,"1,845.46"
4/6/2017,"1,846.59"
4/5/2017,"1,845.95"
4/4/2017,"1,850.02"
4/3/2017,"1,848.97"
3/31/2017,"1,853.69"
3/30/2017,"1,859.95"
3/29/2017,"1,856.76"
3/28/2017,"1,858.88"
3/27/2017,"1,845.15"
3/24/2017,"1,845.81"
3/23/2017,"1,844.97"
3/22/2017,"1,842.63"
3/21/2017,"1,846.39"
3/20/2017,"1,860.53"
3/17/2017,"1,863.08"
3/16/2017,"1,864.10"
3/15/2017,"1,854.15"
3/14/2017,"1,842.98"
3/13/2017,"1,850.02"
3/10/2017,"1,845.88"
3/9/2017,"1,835.90"
3/8/2017,"1,834.72"
3/7/2017,"1,840.57"
3/6/2017,"1,845.70"
3/3/2017,"1,848.98"
3/2/2017,"1,848.84"
3/1/2017,"1,856.34"
2/28/2017,"1,838.70"
2/27/2017,"1,841.57"
2/24/2017,"1,840.80"
2/23/2017,"1,845.35"
2/22/2017,"1,842.37"
2/21/2017,"1,843.05"
2/20/2017,"1,836.78"
2/17/2017,"1,836.50"
2/16/2017,"1,836.56"
2/15/2017,"1,833.55"
2/14/2017,"1,823.63"
2/13/2017,"1,823.34"
2/10/2017,"1,814.71"
2/9/2017,"1,807.54"
2/8/2017,"1,802.26"
2/7/2017,"1,797.29"
2/6/2017,"1,798.21"
2/3/2017,"1,805.51"
2/2/2017,"1,795.11"
2/1/2017,"1,793.39"
1/31/2017,"1,792.40"
1/30/2017,"1,792.06"
1/27/2017,"1,803.39"
1/26/2017,"1,803.75"
1/25/2017,"1,805.81"
1/24/2017,"1,790.57"
1/23/2017,"1,781.43"
1/20/2017,"1,782.71"
1/19/2017,"1,776.02"
1/18/2017,"1,785.69"
1/17/2017,"1,782.86"
1/16/2017,"1,783.76"
1/13/2017,"1,788.23"
1/12/2017,"1,783.44"
1/11/2017,"1,778.17"
1/10/2017,"1,779.62"
1/9/2017,"1,776.94"
1/6/2017,"1,783.10"
1/5/2017,"1,782.46"
1/4/2017,"1,773.96"
1/3/2017,"1,757.99"
1/2/2017,"1,753.09"
12/30/2016,"1,751.22"
12/29/2016,"1,752.96"
12/28/2016,"1,750.48"
12/27/2016,"1,760.56"
12/26/2016,"1,758.48"
12/23/2016,"1,759.15"
12/22/2016,"1,757.83"
12/21/2016,"1,760.09"
12/20/2016,"1,761.43"
12/19/2016,"1,758.82"
12/16/2016,"1,754.74"
12/15/2016,"1,754.51"
12/14/2016,"1,763.72"
12/13/2016,"1,774.01"
12/12/2016,"1,760.25"
12/9/2016,"1,760.12"
12/8/2016,"1,752.94"
12/7/2016,"1,749.31"
12/6/2016,"1,727.82"
12/5/2016,"1,718.10"
12/2/2016,"1,708.94"
12/1/2016,"1,708.64"
11/30/2016,"1,712.09"
11/29/2016,"1,715.42"
11/28/2016,"1,712.98"
11/25/2016,"1,720.84"
11/24/2016,"1,713.27"
11/23/2016,"1,709.71"
11/22/2016,"1,713.07"
11/21/2016,"1,710.49"
11/18/2016,"1,697.35"
11/17/2016,"1,706.98"
11/16/2016,"1,698.41"
11/15/2016,"1,701.82"
11/14/2016,"1,692.31"
11/11/2016,"1,696.99"
11/10/2016,"1,701.29"
11/9/2016,"1,696.46"
11/8/2016,"1,691.74"
11/7/2016,"1,685.62"
11/4/2016,"1,660.12"
11/3/2016,"1,667.03"
11/2/2016,"1,672.83"
11/1/2016,"1,683.96"
10/31/2016,"1,690.92"
10/28/2016,"1,690.96"
10/27/2016,"1,694.66"
10/26/2016,"1,699.92"
10/25/2016,"1,701.20"
10/24/2016,"1,706.24"
10/21/2016,"1,701.16"
10/20/2016,"1,704.04"
10/19/2016,"1,706.74"
10/18/2016,"1,701.10"
10/17/2016,"1,687.84"
10/14/2016,"1,693.71"
10/13/2016,"1,689.62"
10/12/2016,"1,695.54"
10/11/2016,"1,700.33"
10/10/2016,"1,719.29"
10/7/2016,"1,712.40"
10/6/2016,"1,718.40"
10/5/2016,"1,721.14"
10/4/2016,"1,717.82"
10/3/2016,"1,722.82"
9/30/2016,"1,725.67"
9/29/2016,"1,719.77"
9/28/2016,"1,725.63"
9/27/2016,"1,719.88"
9/26/2016,"1,714.85"
9/23/2016,"1,729.70"
9/22/2016,"1,740.55"
9/21/2016,"1,721.69"
9/20/2016,"1,703.23"
9/19/2016,"1,703.08"
9/16/2016,"1,696.31"
9/15/2016,"1,704.84"
9/14/2016,"1,692.53"
9/13/2016,"1,694.83"
9/12/2016,"1,715.76"
9/9/2016,"1,707.94"
9/8/2016,"1,744.44"
9/7/2016,"1,747.47"
9/6/2016,"1,745.89"
9/5/2016,"1,737.39"
9/2/2016,"1,734.60"
9/1/2016,"1,723.55"
8/31/2016,"1,719.52"
8/30/2016,"1,723.65"
8/29/2016,"1,725.57"
8/26/2016,"1,726.08"
8/25/2016,"1,727.30"
8/24/2016,"1,731.17"
8/23/2016,"1,738.55"
8/22/2016,"1,732.61"
8/19/2016,"1,731.85"
8/18/2016,"1,736.83"
8/17/2016,"1,731.64"
8/16/2016,"1,730.94"
8/15/2016,"1,739.43"
8/12/2016,"1,736.10"
8/11/2016,"1,735.80"
8/10/2016,"1,727.49"
8/9/2016,"1,728.52"
8/8/2016,"1,719.91"
8/5/2016,"1,716.65"
8/4/2016,"1,707.69"
8/3/2016,"1,703.43"
8/2/2016,"1,706.52"
8/1/2016,"1,717.67"
7/29/2016,"1,721.79"
7/28/2016,"1,707.59"
7/27/2016,"1,706.35"
7/26/2016,"1,705.99"
7/25/2016,"1,703.94"
7/22/2016,"1,706.97"
7/21/2016,"1,705.40"
7/20/2016,"1,707.32"
7/19/2016,"1,698.72"
7/18/2016,"1,703.93"
7/15/2016,"1,700.57"
7/14/2016,"1,703.22"
7/13/2016,"1,694.38"
7/12/2016,"1,690.69"
7/11/2016,"1,676.15"
7/8/2016,"1,662.32"
7/7/2016,"1,643.93"
7/6/2016,"1,640.74"
7/5/2016,"1,645.54"
7/4/2016,"1,660.88"
7/1/2016,"1,660.26"
6/30/2016,"1,653.23"
6/29/2016,"1,634.41"
6/28/2016,"1,599.12"
6/27/2016,"1,571.76"
6/24/2016,"1,608.79"
6/23/2016,"1,691.76"
6/22/2016,"1,667.91"
6/21/2016,"1,668.78"
6/20/2016,"1,664.14"
6/17/2016,"1,635.78"
6/16/2016,"1,628.13"
6/15/2016,"1,633.80"
6/14/2016,"1,630.45"
6/13/2016,"1,645.64"
6/10/2016,"1,665.22"
6/9/2016,"1,688.66"
6/8/2016,"1,699.29"
6/7/2016,"1,694.29"
6/6/2016,"1,686.39"
6/3/2016,"1,678.58"
6/2/2016,"1,673.77"
6/1/2016,"1,672.86"
5/31/2016,"1,674.61"
5/30/2016,"1,676.84"
5/27/2016,"1,676.07"
5/26/2016,"1,672.12"
5/25/2016,"1,668.87"
5/24/2016,"1,654.36"
5/23/2016,"1,635.62"
5/20/2016,"1,639.85"
5/19/2016,"1,627.61"
5/18/2016,"1,641.15"
5/17/2016,"1,641.63"
5/16/2016,"1,648.49"
5/13/2016,"1,635.92"
5/12/2016,"1,649.91"
5/11/2016,"1,653.38"
5/10/2016,"1,662.31"
5/9/2016,"1,642.89"
5/6/2016,"1,643.19"
5/5/2016,"1,641.16"
5/4/2016,"1,644.01"
5/3/2016,"1,658.64"
5/2/2016,"1,675.64"
4/29/2016,"1,670.80"
4/28/2016,"1,677.34"
4/27/2016,"1,685.95"
4/26/2016,"1,685.65"
4/25/2016,"1,682.68"
4/22/2016,"1,686.17"
4/21/2016,"1,690.45"
4/20/2016,"1,695.05"
4/19/2016,"1,692.91"
4/18/2016,"1,675.32"
4/15/2016,"1,670.47"
4/14/2016,"1,671.96"
4/13/2016,"1,666.17"
4/12/2016,"1,644.22"
4/11/2016,"1,632.14"
4/8/2016,"1,632.20"
4/7/2016,"1,621.66"
4/6/2016,"1,633.41"
4/5/2016,"1,618.53"
4/4/2016,"1,640.75"
4/1/2016,"1,640.14"
3/31/2016,"1,648.12"
3/30/2016,"1,652.89"
3/29/2016,"1,635.87"
3/28/2016,"1,627.63"
3/25/2016,"1,623.71"
3/24/2016,"1,622.21"
3/23/2016,"1,631.27"
3/22/2016,"1,643.58"
3/21/2016,"1,643.68"
3/18/2016,"1,645.57"
3/17/2016,"1,643.00"
3/16/2016,"1,621.47"
3/15/2016,"1,619.16"
3/14/2016,"1,627.50"
3/11/2016,"1,626.17"
3/10/2016,"1,597.09"
3/9/2016,"1,598.47"
3/8/2016,"1,593.66"
3/7/2016,"1,607.63"
3/4/2016,"1,608.04"
3/3/2016,"1,598.26"
3/2/2016,"1,588.08"
3/1/2016,"1,575.31"
2/29/2016,"1,547.17"
2/26/2016,"1,554.47"
2/25/2016,"1,553.90"
2/24/2016,"1,534.69"
2/23/2016,"1,540.70"
2/22/2016,"1,558.02"
2/19/2016,"1,538.17"
2/18/2016,"1,543.51"
2/17/2016,"1,544.32"
2/16/2016,"1,519.94"
2/15/2016,"1,503.96"
2/12/2016,"1,486.45"
2/11/2016,"1,468.90"
2/10/2016,"1,486.76"
2/9/2016,"1,488.54"
2/8/2016,"1,498.54"
2/5/2016,"1,523.87"
2/4/2016,"1,548.86"
2/3/2016,"1,540.87"
2/2/2016,"1,538.92"
2/1/2016,"1,566.56"
1/29/2016,"1,562.18"
1/28/2016,"1,532.68"
1/27/2016,"1,531.38"
1/26/2016,"1,535.76"
1/25/2016,"1,521.15"
1/22/2016,"1,536.79"
1/21/2016,"1,497.87"
1/20/2016,"1,491.73"
1/19/2016,"1,520.49"
1/18/2016,"1,514.05"
1/15/2016,"1,521.00"
1/14/2016,"1,549.06"
1/13/2016,"1,544.28"
1/12/2016,"1,561.68"
1/11/2016,"1,557.59"
1/8/2016,"1,561.47"
1/7/2016,"1,576.32"
1/6/2016,"1,610.17"
1/5/2016,"1,630.64"
1/4/2016,"1,630.89"
12/31/2015,"1,662.79"
12/30/2015,"1,676.43"
12/29/2015,"1,685.62"
12/28/2015,"1,670.39"
12/25/2015,"1,673.30"
12/24/2015,"1,674.00"
12/23/2015,"1,671.51"
12/22/2015,"1,650.17"
12/21/2015,"1,638.91"
12/18/2015,"1,633.75"
12/17/2015,"1,655.22"
12/16/2015,"1,668.73"
12/15/2015,"1,646.69"
12/14/2015,"1,632.28"
12/11/2015,"1,637.83"
12/10/2015,"1,663.88"
12/9/2015,"1,664.37"
12/8/2015,"1,670.68"
12/7/2015,"1,686.58"
12/4/2015,"1,694.78"
12/3/2015,"1,678.23"
12/2/2015,"1,696.23"
12/1/2015,"1,710.12"
11/30/2015,"1,694.40"
11/27/2015,"1,700.29"
11/26/2015,"1,703.84"
11/25/2015,"1,697.83"
11/24/2015,"1,695.46"
11/23/2015,"1,697.30"
11/20/2015,"1,702.83"
11/19/2015,"1,700.56"
11/18/2015,"1,691.55"
11/17/2015,"1,676.10"
11/16/2015,"1,667.45"
11/13/2015,"1,654.30"
11/12/2015,"1,671.49"
11/11/2015,"1,691.88"
11/10/2015,"1,690.51"
11/9/2015,"1,691.60"
11/6/2015,"1,704.39"
11/5/2015,"1,710.77"
